case_number,location,total_occupants,total_units,licence_commenced,licence_expires,licence_expires_date,is_active,normalized_address,postcode,house_number,street_name
24/04690/HMOADD,"25 Hart Street, OX2 6BN",3.0,3.0,2025-02-06,2030-02-05,2030-02-05,True,"25 Hart Street, Ox2 6Bn",OX2 6BN,25,Hart st
24/04691/HMOADD,"39 Ridgefield Road, OX4 3BU",3.0,3.0,2025-02-13,2026-02-12,2026-02-12,True,"39 Ridgefield Road, Ox4 3Bu",OX4 3BU,39,Ridgefield rd
24/04692/HMOCBF,"306 Cowley Road, OX4 2AF",8.0,4.0,2025-02-03,2026-02-02,2026-02-02,True,"306 Cowley Road, Ox4 2Af",OX4 2AF,306,Cowley rd
24/04693/HMOMAN,"103 Howard Street, OX4 3AZ",6.0,5.0,2025-02-10,2026-02-09,2026-02-09,True,"103 Howard Street, Ox4 3Az",OX4 3AZ,103,Howard st
24/04694/HMOMAN,"6 Shelley Road, OX4 3EA",5.0,5.0,2025-02-16,2030-02-15,2030-02-15,True,"6 Shelley Road, Ox4 3Ea",OX4 3EA,6,Shelley rd
24/04695/HMOMAN,"2 Clive Road, OX4 3EJ",10.0,10.0,2025-02-18,2026-02-17,2026-02-17,True,"2 Clive Road, Ox4 3Ej",OX4 3EJ,2,Clive rd
24/04697/HMOADD,"115 Morrell Avenue, OX4 1NG",4.0,4.0,2025-02-25,2026-02-24,2026-02-24,True,"115 Morrell Avenue, Ox4 1Ng",OX4 1NG,115,Morrell ave
24/04698/HMOMAN,"127 Oxford Road, Cowley, OX4 2ES",5.0,5.0,2025-02-25,2026-02-24,2026-02-24,True,"127 Oxford Road, Cowley, Ox4 2Es",OX4 2ES,127,Oxford rd
24/04699/HMOMAN,"158 Cricket Road, OX4 3DL",5.0,5.0,2025-02-27,2026-02-26,2026-02-26,True,"158 Cricket Road, Ox4 3Dl",OX4 3DL,158,Cricket rd
24/04706/HMOADD,"1 Valentia Road, OX3 7PN",4.0,,2025-02-02,2027-06-01,2027-06-01,True,"1 Valentia Road, Ox3 7Pn",OX3 7PN,1,Valentia rd
24/04710/HMOMAN,"146 Hurst Street, OX4 1HG",5.0,,2025-02-02,2027-06-01,2027-06-01,True,"146 Hurst Street, Ox4 1Hg",OX4 1HG,146,Hurst st
24/04711/HMOMAN,"99 Magdalen Road, OX4 1RG",5.0,5.0,2025-02-24,2026-04-03,2026-04-03,True,"99 Magdalen Road, Ox4 1Rg",OX4 1RG,99,Magdalen rd
24/04713/HMOMAN,"24 Cardwell Crescent, OX3 7QE",6.0,,2025-02-16,2027-04-27,2027-04-27,True,"24 Cardwell Crescent, Ox3 7Qe",OX3 7QE,24,Cardwell Crescent
24/04714/HMOMAN,"3 Harcourt Terrace, OX3 7QF",6.0,6.0,2025-02-14,2026-05-15,2026-05-15,True,"3 Harcourt Terrace, Ox3 7Qf",OX3 7QF,3,Harcourt Terrace
24/04715/HMOMAN,"3 Addison Crescent, OX4 4BD",5.0,5.0,2025-02-14,2026-03-27,2026-03-27,True,"3 Addison Crescent, Ox4 4Bd",OX4 4BD,3,Addison Crescent
24/04716/HMOADD,"4 Woodman Villas, New High Street, OX3 7AT",3.0,,2025-02-13,2030-06-05,2030-06-05,True,"4 Woodman Villas, New High Street, Ox3 7At",OX3 7AT,4,Woodman Villas
24/04719/HMOMAN,"35 Union Street, OX4 1JP",5.0,3.0,2025-02-09,2026-06-01,2026-06-01,True,"35 Union Street, Ox4 1Jp",OX4 1JP,35,Union st
24/04720/HMOMAN,"7 Littlemore Road, OX4 3ST",6.0,6.0,2025-02-10,2027-05-15,2027-05-15,True,"7 Littlemore Road, Ox4 3St",OX4 3ST,7,Littlemore rd
24/04721/HMOMAN,"30A Henley Street, OX4 1ES",5.0,4.0,2025-02-12,2026-04-01,2026-04-01,True,"30A Henley Street, Ox4 1Es",OX4 1ES,30A,Henley st
24/04722/HMOCBF,"31 Old Road, Headington, OX3 7JY",5.0,,2025-02-14,2026-02-13,2026-02-13,True,"31 Old Road, Headington, Ox3 7Jy",OX3 7JY,31,Old rd
24/04724/HMOADD,"17 Binsey Lane, OX2 0EX",4.0,,2025-02-20,2026-02-19,2026-02-19,True,"17 Binsey Lane, Ox2 0Ex",OX2 0EX,17,Binsey ln
24/04725/HMOADD,"2 South Street, OX2 0BE",3.0,,2025-02-21,2026-02-20,2026-02-20,True,"2 South Street, Ox2 0Be",OX2 0BE,2,South st
24/04726/HMOMAN,"58 East Avenue, OX4 1XP",5.0,5.0,2025-02-24,2026-04-03,2026-04-03,True,"58 East Avenue, Ox4 1Xp",OX4 1XP,58,East ave
24/04728/HMOADD,"35 Sunningwell Road, OX1 4SZ",3.0,3.0,2025-03-20,2026-03-19,2026-03-19,True,"35 Sunningwell Road, Ox1 4Sz",OX1 4SZ,35,Sunningwell rd
24/04729/HMOMAN,"77 James Street, OX4 1EX",6.0,6.0,2025-02-06,2026-03-25,2026-03-25,True,"77 James Street, Ox4 1Ex",OX4 1EX,77,James st
24/04731/HMOADD,"19 Paradise Square, OX1 1TW",4.0,,2025-02-07,2026-03-25,2026-03-25,True,"19 Paradise Square, Ox1 1Tw",OX1 1TW,19,Paradise Square
24/04732/HMOMAN,"82 James Street, OX4 1EX",6.0,5.0,2025-02-08,2026-02-07,2026-02-07,True,"82 James Street, Ox4 1Ex",OX4 1EX,82,James st
24/04733/HMOADD,"154 Cricket Road, OX4 3DL",4.0,,2025-02-14,2026-04-27,2026-04-27,True,"154 Cricket Road, Ox4 3Dl",OX4 3DL,154,Cricket rd
24/04734/HMOMAN,"34 Stanley Road, OX4 1QZ",6.0,,2025-02-16,2026-06-01,2026-06-01,True,"34 Stanley Road, Ox4 1Qz",OX4 1QZ,34,Stanley rd
24/04735/HMOMAN,"470 Banbury Road, OX2 7RG",6.0,,2025-02-18,2026-02-17,2026-02-17,True,"470 Banbury Road, Ox2 7Rg",OX2 7RG,470,Banbury rd
24/04736/HMOMAN,"102 Cardigan Street, OX2 6BW",7.0,7.0,2025-02-19,2026-02-18,2026-02-18,True,"102 Cardigan Street, Ox2 6Bw",OX2 6BW,102,Cardigan st
24/04737/HMOMAN,"41 Lamarsh Road, OX2 0LD",5.0,5.0,2025-02-20,2026-02-19,2026-02-19,True,"41 Lamarsh Road, Ox2 0Ld",OX2 0LD,41,Lamarsh rd
24/04738/HMOMAN,"172 Howard Street, OX4 3BG",6.0,,2025-02-22,2026-01-21,2026-01-21,True,"172 Howard Street, Ox4 3Bg",OX4 3BG,172,Howard st
24/04739/HMOMAN,"41 Mill Street, OX2 0AJ",6.0,6.0,2025-02-22,2026-04-27,2026-04-27,True,"41 Mill Street, Ox2 0Aj",OX2 0AJ,41,Mill st
24/04740/HMOADD,"47 Aston Street, OX4 1EW",4.0,4.0,2025-03-01,2026-02-28,2026-02-28,True,"47 Aston Street, Ox4 1Ew",OX4 1EW,47,Aston st
24/04741/HMOMAN,"88 Percy Street, OX4 3AD",5.0,,2025-02-17,2030-03-31,2030-03-31,True,"88 Percy Street, Ox4 3Ad",OX4 3AD,88,Percy st
24/04743/HMOADD,"71 Croft Road, Marston, OX3 0JZ",3.0,,2025-02-23,2027-04-03,2027-04-03,True,"71 Croft Road, Marston, Ox3 0Jz",OX3 0JZ,71,Croft rd
24/04744/HMOADD,"43 Trinity Street, OX1 1TY",4.0,4.0,2025-02-20,2027-02-19,2027-02-19,True,"43 Trinity Street, Ox1 1Ty",OX1 1TY,43,Trinity st
24/04745/HMOMAN,"3 Mileway Gardens, OX3 7XH",7.0,,2025-02-08,2026-06-03,2026-06-03,True,"3 Mileway Gardens, Ox3 7Xh",OX3 7XH,3,Mileway Gardens
24/04746/HMOMAN,"1 Stockmore Street, OX4 1JT",8.0,8.0,2025-02-19,2026-02-18,2026-02-18,True,"1 Stockmore Street, Ox4 1Jt",OX4 1JT,1,Stockmore st
24/04747/HMOMAN,"30 Cowley Road, OX4 1HZ",5.0,5.0,2025-02-08,2027-06-03,2027-06-03,True,"30 Cowley Road, Ox4 1Hz",OX4 1HZ,30,Cowley rd
24/04749/HMOMAN,"42 Benson Road, OX3 7EH",7.0,7.0,2025-03-01,2027-02-28,2027-02-28,True,"42 Benson Road, Ox3 7Eh",OX3 7EH,42,Benson rd
24/04751/HMOMAN,"56 Magdalen Road, OX4 1RB",6.0,6.0,2025-03-01,2027-02-28,2027-02-28,True,"56 Magdalen Road, Ox4 1Rb",OX4 1RB,56,Magdalen rd
24/04753/HMOADD,"17 Bullingdon Road, OX4 1QQ",4.0,4.0,2025-02-13,2027-06-03,2027-06-03,True,"17 Bullingdon Road, Ox4 1Qq",OX4 1QQ,17,Bullingdon rd
24/04754/HMOMAN,"105 Cardigan Street, OX2 6BW",6.0,,2025-02-03,2027-06-03,2027-06-03,True,"105 Cardigan Street, Ox2 6Bw",OX2 6BW,105,Cardigan st
24/04755/HMOADD,"28 Faulkner Street, OX1 1UA",4.0,,2025-02-03,2026-06-03,2026-06-03,True,"28 Faulkner Street, Ox1 1Ua",OX1 1UA,28,Faulkner st
24/04756/HMOMAN,"45 Essex Street, OX4 3AW",5.0,5.0,2025-02-08,2026-06-03,2026-06-03,True,"45 Essex Street, Ox4 3Aw",OX4 3AW,45,Essex st
24/04757/HMOMAN,"15 Hawkins Street, OX4 1YD",6.0,6.0,2025-02-12,2026-06-03,2026-06-03,True,"15 Hawkins Street, Ox4 1Yd",OX4 1YD,15,Hawkins st
24/04758/HMOADD,"30 Warren Crescent, OX3 7NG",4.0,,2025-03-01,2027-02-28,2027-02-28,True,"30 Warren Crescent, Ox3 7Ng",OX3 7NG,30,Warren Crescent
24/04761/HMOMAN,"14 Addison Crescent, OX4 4BD",6.0,6.0,2025-02-27,2026-04-03,2026-04-03,True,"14 Addison Crescent, Ox4 4Bd",OX4 4BD,14,Addison Crescent
24/04762/HMOMAN,"135 Headley Way, OX3 7SS",6.0,6.0,2025-02-28,2027-04-08,2027-04-08,True,"135 Headley Way, Ox3 7Ss",OX3 7SS,135,Headley Way
24/04766/HMOADD,"50 Oatlands Road, OX2 0ET",4.0,,2025-02-28,2026-02-27,2026-02-27,True,"50 Oatlands Road, Ox2 0Et",OX2 0ET,50,Oatlands rd
24/04799/HMOMAN,"1 Wilberforce Street, Headington, OX3 7AN",9.0,0.0,2025-03-04,2026-03-03,2026-03-03,True,"1 Wilberforce Street, Headington, Ox3 7An",OX3 7AN,1,Wilberforce st
24/04800/HMOMAN,"58 Hollow Way, OX4 2NJ",9.0,9.0,2025-06-26,2026-06-25,2026-06-25,True,"58 Hollow Way, Ox4 2Nj",OX4 2NJ,58,Hollow Way
24/04808/HMOMAN,"49 Divinity Road, OX4 1LH",6.0,6.0,2025-01-09,2025-11-07,2025-11-07,True,"49 Divinity Road, Ox4 1Lh",OX4 1LH,49,Divinity rd
24/04822/HMOMAN,"Parade Green, James Wolfe Road, OX4 2WP",887.0,887.0,2024-10-15,2025-10-14,2025-10-14,True,"Parade Green, James Wolfe Road, Ox4 2Wp",OX4 2WP,,Parade Green
24/04827/HMOMAN,"6 Temple Street, OX4 1JS",5.0,5.0,2025-05-01,2026-04-30,2026-04-30,True,"6 Temple Street, Ox4 1Js",OX4 1JS,6,Temple st
24/04840/HMOADD,"453 Marston Road, OX3 0JQ",4.0,3.0,2024-09-20,2025-09-19,2025-09-19,True,"453 Marston Road, Ox3 0Jq",OX3 0JQ,453,Marston rd
24/04847/HMOMAN,"310 Banbury Road, OX2 7ED",7.0,7.0,2021-08-19,2026-08-18,2026-08-18,True,"310 Banbury Road, Ox2 7Ed",OX2 7ED,310,Banbury rd
24/04848/HMOMAN,"63 Vicarage Road, OX1 4RE",7.0,5.0,2025-01-27,2026-01-26,2026-01-26,True,"63 Vicarage Road, Ox1 4Re",OX1 4RE,63,Vicarage rd
24/04886/HMOMAN,"31 Gladstone Road, OX3 8LL",6.0,6.0,2025-03-07,2027-03-06,2027-03-06,True,"31 Gladstone Road, Ox3 8Ll",OX3 8LL,31,Gladstone rd
24/04889/HMOMAN,"127 Magdalen Road, OX4 1RJ",5.0,,2025-03-17,2027-03-16,2027-03-16,True,"127 Magdalen Road, Ox4 1Rj",OX4 1RJ,127,Magdalen rd
24/04891/HMOMAN,"13 Dale Close, OX1 1TU",5.0,4.0,2025-03-25,2030-05-15,2030-05-15,True,"13 Dale Close, Ox1 1Tu",OX1 1TU,13,Dale cl
24/04892/HMOMAN,"8 Dynham Place, OX3 7NL",6.0,,2025-03-18,2026-03-17,2026-03-17,True,"8 Dynham Place, Ox3 7Nl",OX3 7NL,8,Dynham pl
24/04893/HMOADD,"6 Littlehay Road, OX4 3EG",4.0,4.0,2025-03-18,2026-03-17,2026-03-17,True,"6 Littlehay Road, Ox4 3Eg",OX4 3EG,6,Littlehay rd
24/04894/HMOMAN,"353 Cowley Road, OX4 2BP",10.0,6.0,2025-03-26,2026-07-20,2026-07-20,True,"353 Cowley Road, Ox4 2Bp",OX4 2BP,353,Cowley rd
24/04895/HMOADD,"9 Sparsey Place, OX2 8NL",4.0,3.0,2025-03-18,2027-03-17,2027-03-17,True,"9 Sparsey Place, Ox2 8Nl",OX2 8NL,9,Sparsey pl
24/04896/HMOADD,"12 Shelley Road, OX4 3EA",5.0,5.0,2025-03-21,2027-05-15,2027-05-15,True,"12 Shelley Road, Ox4 3Ea",OX4 3EA,12,Shelley rd
24/04897/HMOMAN,"56 James Street, OX4 1EU",8.0,,2025-03-09,2026-05-08,2026-05-08,True,"56 James Street, Ox4 1Eu",OX4 1EU,56,James st
24/04898/HMOMAN,"39 Botley Road, OX2 0BN",5.0,,2025-03-22,2026-05-08,2026-05-08,True,"39 Botley Road, Ox2 0Bn",OX2 0BN,39,Botley rd
24/04899/HMOMAN,"41 Bartlemas Road, OX4 1XU",8.0,,2025-03-28,2026-03-27,2026-03-27,True,"41 Bartlemas Road, Ox4 1Xu",OX4 1XU,41,Bartlemas rd
24/04900/HMOMAN,"2 Beech Road, OX3 7RR",7.0,,2025-03-31,2026-03-30,2026-03-30,True,"2 Beech Road, Ox3 7Rr",OX3 7RR,2,Beech rd
24/04902/HMOCBF,"14 London Place, OX4 1BD",6.0,,2025-04-24,2026-04-23,2026-04-23,True,"14 London Place, Ox4 1Bd",OX4 1BD,14,London pl
24/04903/HMOCBF,"112 Southmoor Road, OX2 6RB",4.0,,2025-04-16,2026-04-15,2026-04-15,True,"112 Southmoor Road, Ox2 6Rb",OX2 6RB,112,Southmoor rd
24/04904/HMOCBF,"5 Kingston Road, OX2 6EF",6.0,,2025-04-16,2026-04-15,2026-04-15,True,"5 Kingston Road, Ox2 6Ef",OX2 6EF,5,Kingston rd
24/04906/HMOMAN,"31 Aston Street, OX4 1EW",6.0,6.0,2025-03-22,2026-05-08,2026-05-08,True,"31 Aston Street, Ox4 1Ew",OX4 1EW,31,Aston st
24/04908/HMOMAN,"95 Divinity Road, OX4 1LN",6.0,6.0,2025-03-07,2026-03-06,2026-03-06,True,"95 Divinity Road, Ox4 1Ln",OX4 1LN,95,Divinity rd
24/04909/HMOADD,"18 Essex Street, OX4 3AW",4.0,4.0,2025-03-20,2026-03-19,2026-03-19,True,"18 Essex Street, Ox4 3Aw",OX4 3AW,18,Essex st
24/04910/HMOMAN,"11 Fairlie Road, OX4 3SW",5.0,4.0,2025-03-14,2027-03-13,2027-03-13,True,"11 Fairlie Road, Ox4 3Sw",OX4 3SW,11,Fairlie rd
24/04911/HMOMAN,"67 Argyle Street, OX4 1ST",6.0,6.0,2025-03-20,2026-07-21,2026-07-21,True,"67 Argyle Street, Ox4 1St",OX4 1ST,67,Argyle st
24/04913/HMOMAN,"6 Magdalen Road, OX4 1RW",6.0,6.0,2025-03-08,2026-03-07,2026-03-07,True,"6 Magdalen Road, Ox4 1Rw",OX4 1RW,6,Magdalen rd
24/04916/HMOMAN,"30 Weldon Road, OX3 0HP",6.0,6.0,2025-03-19,2026-03-18,2026-03-18,True,"30 Weldon Road, Ox3 0Hp",OX3 0HP,30,Weldon rd
24/04917/HMOMAN,"10 Divinity Road, OX4 1LJ",5.0,5.0,2025-03-18,2026-03-17,2026-03-17,True,"10 Divinity Road, Ox4 1Lj",OX4 1LJ,10,Divinity rd
24/04918/HMOMAN,"5 Knolles Road, OX4 3HT",5.0,5.0,2025-03-22,2030-05-08,2030-05-08,True,"5 Knolles Road, Ox4 3Ht",OX4 3HT,5,Knolles rd
24/04919/HMOMAN,"80A Rose Hill, OX4 4HS",5.0,5.0,2025-03-04,2026-03-03,2026-03-03,True,"80A Rose Hill, Ox4 4Hs",OX4 4HS,80A,Rose Hill
24/04920/HMOMAN,"9 Cardwell Crescent, OX3 7QE",5.0,5.0,2025-03-10,2026-04-03,2026-04-03,True,"9 Cardwell Crescent, Ox3 7Qe",OX3 7QE,9,Cardwell Crescent
24/04921/HMOMAN,"115A Walton Street, OX2 6AJ",5.0,,2025-04-01,2026-03-31,2026-03-31,True,"115A Walton Street, Ox2 6Aj",OX2 6AJ,115A,Walton st
24/04923/HMOMAN,"19 Magdalen Road, OX4 1RP",5.0,,2025-03-24,2026-05-08,2026-05-08,True,"19 Magdalen Road, Ox4 1Rp",OX4 1RP,19,Magdalen rd
24/04924/HMOMAN,"24 James Street, OX4 1ET",6.0,6.0,2025-03-30,2026-03-29,2026-03-29,True,"24 James Street, Ox4 1Et",OX4 1ET,24,James st
24/04926/HMOMAN,"109 Fern Hill Road, OX4 2JR",10.0,8.0,2025-03-02,2026-04-27,2026-04-27,True,"109 Fern Hill Road, Ox4 2Jr",OX4 2JR,109,Fern Hill rd
24/04928/HMOADD,"12 Grays Road, OX3 7QA",4.0,4.0,2025-03-02,2026-03-01,2026-03-01,True,"12 Grays Road, Ox3 7Qa",OX3 7QA,12,Grays rd
24/04929/HMOMAN,"59 Marston Street, OX4 1JU",5.0,,2025-03-02,2026-03-01,2026-03-01,True,"59 Marston Street, Ox4 1Ju",OX4 1JU,59,Marston st
24/04930/HMOMAN,"6 Phipps Road, OX4 3HH",5.0,5.0,2025-03-02,2026-03-01,2026-03-01,True,"6 Phipps Road, Ox4 3Hh",OX4 3HH,6,Phipps rd
24/04931/HMOMAN,"4 Mortimer Drive, OX3 0RR",5.0,,2025-03-16,2026-03-15,2026-03-15,True,"4 Mortimer Drive, Ox3 0Rr",OX3 0RR,4,Mortimer dr
24/04932/HMOMAN,"1 Norreys Avenue, OX1 4ST",8.0,10.0,2025-03-16,2026-03-15,2026-03-15,True,"1 Norreys Avenue, Ox1 4St",OX1 4ST,1,Norreys ave
24/04933/HMOMAN,"83 Percy Street, OX4 3AD",6.0,6.0,2025-03-16,2026-05-15,2026-05-15,True,"83 Percy Street, Ox4 3Ad",OX4 3AD,83,Percy st
24/04934/HMOMAN,"5 Randolph Street, OX4 1XY",6.0,,2025-03-16,2026-03-15,2026-03-15,True,"5 Randolph Street, Ox4 1Xy",OX4 1XY,5,Randolph st
24/04936/HMOADD,"91 Windmill Road, OX3 7BT",4.0,4.0,2025-03-22,2027-05-08,2027-05-08,True,"91 Windmill Road, Ox3 7Bt",OX3 7BT,91,Windmill rd
25/00005/HMOMAN,"5 Bullingdon Road, OX4 1QQ",6.0,,2025-03-19,2026-03-18,2026-03-18,True,"5 Bullingdon Road, Ox4 1Qq",OX4 1QQ,5,Bullingdon rd
25/00006/HMOMAN,"20 Warren Crescent, OX3 7NG",5.0,5.0,2025-03-12,2026-03-11,2026-03-11,True,"20 Warren Crescent, Ox3 7Ng",OX3 7NG,20,Warren Crescent
25/00007/HMOADD,"71 Wytham Street, OX1 4TN",3.0,3.0,2025-03-20,2027-03-19,2027-03-19,True,"71 Wytham Street, Ox1 4Tn",OX1 4TN,71,Wytham st
25/00008/HMOMAN,"47 Phipps Road, OX4 3HJ",6.0,,2025-03-19,2026-03-18,2026-03-18,True,"47 Phipps Road, Ox4 3Hj",OX4 3HJ,47,Phipps rd
25/00009/HMOMAN,"40 Mill Street, OX2 0AJ",5.0,,2025-03-15,2026-04-26,2026-04-26,True,"40 Mill Street, Ox2 0Aj",OX2 0AJ,40,Mill st
25/00011/HMOADD,"2 Oatlands Road, OX2 0ET",4.0,4.0,2025-03-19,2027-03-18,2027-03-18,True,"2 Oatlands Road, Ox2 0Et",OX2 0ET,2,Oatlands rd
25/00012/HMOADD,"17 Percy Street, OX4 3AA",4.0,,2025-03-19,2026-03-18,2026-03-18,True,"17 Percy Street, Ox4 3Aa",OX4 3AA,17,Percy st
25/00013/HMOMAN,"26 Newton Road, OX1 4PT",5.0,5.0,2025-03-19,2026-05-28,2026-05-28,True,"26 Newton Road, Ox1 4Pt",OX1 4PT,26,Newton rd
25/00014/HMOMAN,"73 The Slade, OX3 7HN",5.0,,2025-03-08,2026-04-21,2026-04-21,True,"73 The Slade, Ox3 7Hn",OX3 7HN,73,The Slade
25/00015/HMOMAN,"15 Halliday Hill, OX3 9PY",5.0,5.0,2025-03-08,2026-04-21,2026-04-21,True,"15 Halliday Hill, Ox3 9Py",OX3 9PY,15,Halliday Hill
25/00016/HMOMAN,"188 Howard Street, OX4 3BQ",7.0,7.0,2025-03-18,2027-03-17,2027-03-17,True,"188 Howard Street, Ox4 3Bq",OX4 3BQ,188,Howard st
25/00018/HMOMAN,"Kate Turnbull House, 19-20 Morrell Crescent, OX4 4XH",9.0,,2025-03-04,2026-04-26,2026-04-26,True,"Kate Turnbull House, 19-20 Morrell Crescent, Ox4 4Xh",OX4 4XH,,Kate Turnbull House
25/00019/HMOADD,"29 Delbush Avenue, OX3 8EA",3.0,3.0,2025-03-21,2026-03-20,2026-03-20,True,"29 Delbush Avenue, Ox3 8Ea",OX3 8EA,29,Delbush ave
25/00021/HMOMAN,"15 Valentia Road, OX3 7PN",6.0,6.0,2025-03-29,2026-03-28,2026-03-28,True,"15 Valentia Road, Ox3 7Pn",OX3 7PN,15,Valentia rd
25/00022/HMOADD,"32 Beechey Avenue, Marston, OX3 0JU",4.0,,2025-03-30,2026-03-29,2026-03-29,True,"32 Beechey Avenue, Marston, Ox3 0Ju",OX3 0JU,32,Beechey ave
25/00023/HMOMAN,"15 Foxglove Close, OX4 7ZB",6.0,,2025-03-31,2026-03-30,2026-03-30,True,"15 Foxglove Close, Ox4 7Zb",OX4 7ZB,15,Foxglove cl
25/00024/HMOMAN,"155 Divinity Road, OX4 1LP",6.0,6.0,2025-04-01,2026-03-31,2026-03-31,True,"155 Divinity Road, Ox4 1Lp",OX4 1LP,155,Divinity rd
25/00025/HMOADD,"4 Roger Dudman Way, OX1 1AG",45.0,45.0,2025-03-26,2026-03-25,2026-03-25,True,"4 Roger Dudman Way, Ox1 1Ag",OX1 1AG,4,Roger Dudman Way
25/00026/HMOMAN,"26 Regent Street, OX4 1QX",6.0,,2025-03-02,2026-04-26,2026-04-26,True,"26 Regent Street, Ox4 1Qx",OX4 1QX,26,Regent st
25/00027/HMOMAN,"7 Gordon Street, OX1 4RJ",6.0,6.0,2025-03-08,2026-04-21,2026-04-21,True,"7 Gordon Street, Ox1 4Rj",OX1 4RJ,7,Gordon st
25/00028/HMOMAN,"300 Iffley Road, OX4 4AE",6.0,4.0,2025-03-08,2026-04-21,2026-04-21,True,"300 Iffley Road, Ox4 4Ae",OX4 4AE,300,Iffley rd
25/00029/HMOMAN,"16 Princes Street, OX4 1DD",5.0,5.0,2025-03-11,2026-04-26,2026-04-26,True,"16 Princes Street, Ox4 1Dd",OX4 1DD,16,Princes st
25/00030/HMOADD,"7 Ridgefield Road, OX4 3BS",4.0,4.0,2025-03-11,2026-04-21,2026-04-21,True,"7 Ridgefield Road, Ox4 3Bs",OX4 3BS,7,Ridgefield rd
25/00032/HMOMAN,"20 Grays Road, OX3 7QA",6.0,6.0,2025-03-12,2026-03-11,2026-03-11,True,"20 Grays Road, Ox3 7Qa",OX3 7QA,20,Grays rd
25/00033/HMOMAN,"12 Mill Street, OX2 0AJ",5.0,,2025-03-15,2026-04-26,2026-04-26,True,"12 Mill Street, Ox2 0Aj",OX2 0AJ,12,Mill st
25/00034/HMOADD,"Flat 1, Rana Buildings, 485 - 487 Marston Road, OX3 0JQ",3.0,,2025-03-16,2026-04-26,2026-04-26,True,"Flat 1, Rana Buildings, 485 - 487 Marston Road, Ox3 0Jq",OX3 0JQ,1,Rana Buildings
25/00035/HMOMAN,"12 Cowley Road, OX4 1HZ",6.0,6.0,2025-03-26,2030-03-25,2030-03-25,True,"12 Cowley Road, Ox4 1Hz",OX4 1HZ,12,Cowley rd
25/00036/HMOMAN,"8 Morris Crescent, OX4 3ED",7.0,7.0,2025-03-04,2030-03-03,2030-03-03,True,"8 Morris Crescent, Ox4 3Ed",OX4 3ED,8,Morris Crescent
25/00038/HMOMAN,"150 Headley Way, OX3 7SZ",6.0,6.0,2025-04-01,2027-03-31,2027-03-31,True,"150 Headley Way, Ox3 7Sz",OX3 7SZ,150,Headley Way
25/00039/HMOADD,"72A Lime Walk, OX3 7AE",4.0,4.0,2025-03-02,2027-03-01,2027-03-01,True,"72A Lime Walk, Ox3 7Ae",OX3 7AE,72A,Lime Walk
25/00040/HMOMAN,"198 London Road, Headington, OX3 9EE",5.0,5.0,2025-03-31,2027-03-30,2027-03-30,True,"198 London Road, Headington, Ox3 9Ee",OX3 9EE,198,London rd
25/00041/HMOMAN,"1 Bankside, OX3 8LT",6.0,3.0,2025-03-30,2026-03-29,2026-03-29,True,"1 Bankside, Ox3 8Lt",OX3 8LT,1,Bankside
25/00042/HMOMAN,"87 Fern Hill Road, OX4 2JW",6.0,5.0,2025-03-06,2026-03-05,2026-03-05,True,"87 Fern Hill Road, Ox4 2Jw",OX4 2JW,87,Fern Hill rd
25/00043/HMOMAN,"38 Don Bosco Close, OX4 2LD",5.0,5.0,2025-03-29,2027-03-28,2027-03-28,True,"38 Don Bosco Close, Ox4 2Ld",OX4 2LD,38,Don Bosco cl
25/00044/HMOCBF,"14 Jersey Road, OX4 4RT",14.0,5.0,2025-03-03,2026-03-02,2026-03-02,True,"14 Jersey Road, Ox4 4Rt",OX4 4RT,14,Jersey rd
25/00045/HMOCBF,"61 Ashhurst Way, OX4 4RE",7.0,4.0,2025-03-06,2026-03-05,2026-03-05,True,"61 Ashhurst Way, Ox4 4Re",OX4 4RE,61,Ashhurst Way
25/00046/HMOMAN,"4 Outram Road, OX4 3PE",7.0,5.0,2025-03-15,2026-03-14,2026-03-14,True,"4 Outram Road, Ox4 3Pe",OX4 3PE,4,Outram rd
25/00047/HMOMAN,"10 Donnington Bridge Road, OX4 4AX",5.0,5.0,2025-03-19,2026-03-18,2026-03-18,True,"10 Donnington Bridge Road, Ox4 4Ax",OX4 4AX,10,Donnington Bridge rd
25/00048/HMOMAN,"12 Yeats Close, OX4 2RG",5.0,3.0,2025-03-21,2026-03-20,2026-03-20,True,"12 Yeats Close, Ox4 2Rg",OX4 2RG,12,Yeats cl
25/00049/HMOMAN,"121 Dene Road, OX3 7EQ",6.0,6.0,2025-03-23,2026-03-22,2026-03-22,True,"121 Dene Road, Ox3 7Eq",OX3 7EQ,121,Dene rd
25/00050/HMOMAN,"109 Rose Hill, OX4 4HT",6.0,6.0,2025-03-23,2026-03-22,2026-03-22,True,"109 Rose Hill, Ox4 4Ht",OX4 4HT,109,Rose Hill
25/00051/HMOMAN,"51 Divinity Road, OX4 1LH",6.0,6.0,2025-03-30,2026-03-29,2026-03-29,True,"51 Divinity Road, Ox4 1Lh",OX4 1LH,51,Divinity rd
25/00052/HMOMAN,"30 Jersey Road, OX4 4RT",5.0,5.0,2025-03-30,2027-03-29,2027-03-29,True,"30 Jersey Road, Ox4 4Rt",OX4 4RT,30,Jersey rd
25/00053/HMOMAN,"129 Dene Road, Headington, OX3 7EQ",5.0,5.0,2025-03-31,2026-03-30,2026-03-30,True,"129 Dene Road, Headington, Ox3 7Eq",OX3 7EQ,129,Dene rd
